CNTER_CTPRVN_CD,CNTER_CTPRVN_NM,CNTER_SIGNGU_CD,CNTER_SIGNGU_NM,MESURE_YEAR,MESURE_NCNT,MBER_CO,YUTH_MBER_CO,YNGBGS_MBER_CO,ADULT_MBER_CO,SNCTZ_MBER_CO,MNGER_INPT_CAS_CO,NBDY_INPT_CAS_CO,GNRL_MESURE_CO,BSTRP_MESURE_CO,MALE_MBER_CO,FEMALE_MBER_CO,GOLDPRZ_CO,SLVRPRZ_CO,BRNZPRZ_CO,PRTCPTPRZ_CO,N10S_BELO_MESURE_AGE_CO,N10S_MESURE_AGE_CO,N20S_MESURE_AGE_CO,N30S_MESURE_AGE_CO,N40S_MESURE_AGE_CO,N50S_MESURE_AGE_CO,N60S_MESURE_AGE_CO,N70S_BELO_MESURE_AGE_CO
43,충북,43720,보은군,2023,193,187,117,0,36,40,193,0,53,140,91,102,11,16,26,140,0,119,5,5,9,6,21,28
44,충남,44200,아산시,2023,491,446,1,32,399,59,326,0,306,185,291,200,20,83,124,264,0,41,129,93,76,52,66,34
44,충남,44250,계룡시,2021,2975,2791,3,2033,761,178,2975,0,825,2150,1546,1429,195,436,669,1675,0,2247,385,45,51,43,66,138
44,충남,44250,계룡시,2020,4038,3550,0,987,2826,225,4038,0,2551,1487,2961,1077,430,762,982,1864,0,1732,1857,92,49,23,134,151
44,충남,44250,계룡시,2023,103,86,0,1,85,17,103,0,86,17,87,16,7,17,27,52,0,5,40,28,7,3,15,5
44,충남,44200,아산시,2020,3323,3081,0,195,2833,295,2535,116,1565,1758,2563,760,177,477,777,1892,0,612,1146,553,394,242,165,211
44,충남,44133,천안시 서북구,2016,3739,2824,0,2945,637,157,3222,517,531,3208,2307,1432,149,326,696,2568,0,2954,118,101,149,187,166,64
44,충남,44200,아산시,2022,4305,4002,45,1789,2333,138,3458,0,1280,3025,2790,1515,217,612,779,2697,0,2191,924,462,269,205,189,65
44,충남,44133,천안시 서북구,2018,5901,5553,0,3931,1635,335,5497,404,521,5380,2890,3011,209,588,1142,3962,0,3968,273,407,411,362,296,184
44,충남,44133,천안시 서북구,2017,5702,4500,0,4112,1261,329,5111,591,640,5062,2867,2835,247,569,1052,3834,0,4137,260,238,333,306,222,206
44,충남,44200,아산시,2019,4249,4210,0,1604,2502,143,4143,106,316,3933,3020,1229,284,534,761,2670,0,1840,1511,377,169,149,103,100
44,충남,44133,천안시 서북구,2022,3358,3108,323,1677,1159,199,3358,0,1203,2155,1983,1375,156,421,632,2149,0,2175,589,86,109,117,167,115
44,충남,44133,천안시 서북구,2020,479,430,1,56,290,132,247,232,353,126,269,210,24,76,138,241,0,88,129,31,25,40,87,79
44,충남,44200,아산시,2021,3945,3267,9,547,3101,288,2681,0,2039,1906,2809,1135,227,722,964,2032,0,1093,1183,552,358,301,263,194
44,충남,44830,당진시,2016,1023,942,0,455,449,119,864,159,209,814,634,389,33,100,173,717,0,490,113,134,92,68,47,79
44,충남,44250,계룡시,2019,363,344,0,21,230,112,363,0,191,172,205,158,30,75,69,189,0,42,64,49,70,24,15,99
44,충남,44710,금산군,2015,4240,45,0,1017,2191,1032,2524,462,1640,2600,1938,2302,159,500,848,2733,0,1072,400,283,537,617,666,665
44,충남,44133,천안시 서북구,2023,515,445,0,25,372,118,515,0,326,189,236,279,33,89,120,273,0,32,136,29,81,65,112,60
44,충남,44133,천안시 서북구,2021,649,522,3,89,491,66,644,5,562,87,350,298,35,108,142,364,0,154,193,66,81,63,50,41
44,충남,44133,천안시 서북구,2019,5614,5256,0,3847,1428,339,5235,379,512,5102,2713,2901,255,643,1187,3529,0,3878,420,191,304,357,265,199
44,충남,44250,계룡시,2022,4559,4115,521,2779,948,311,4559,0,675,3884,2875,1684,203,506,741,3109,0,3512,605,40,41,21,77,263
45,전북,45130,군산시,2019,4094,3723,1,2612,1064,417,4094,0,979,3115,2048,2046,224,554,944,2372,0,2866,226,86,122,230,329,235
45,전북,45111,전주시 완산구,2018,8661,6834,0,5806,2259,596,7870,791,1235,7426,4860,3801,572,1206,2012,4871,0,5958,483,214,363,820,459,364
45,전북,45111,전주시 완산구,2020,1131,919,0,96,696,339,588,543,816,315,780,351,54,161,255,661,0,197,297,44,27,169,176,221
45,전북,45190,남원시,2020,1342,1258,0,790,348,204,1289,53,472,870,736,606,101,177,274,790,0,824,113,37,69,64,100,135
45,전북,45180,정읍시,2020,937,907,24,758,131,24,797,0,157,780,795,142,67,121,183,566,0,793,53,17,20,24,20,10
45,전북,45190,남원시,2018,5672,3760,0,3465,1613,594,5591,81,1058,4614,3145,2527,468,979,1218,3007,0,3522,597,208,349,287,278,431
45,전북,45190,남원시,2016,4702,2750,0,2435,1629,638,4381,321,1476,3226,2396,2306,334,670,932,2766,0,2459,420,257,492,343,366,365
45,전북,45140,익산시,2010,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
45,전북,45190,남원시,2017,5105,3336,0,2793,1785,527,4963,142,1392,3713,3016,2089,363,683,1008,3051,0,2846,593,215,443,366,260,382
45,전북,45140,익산시,2021,1526,933,59,548,907,12,1133,0,478,1048,943,583,174,291,289,772,0,1101,317,37,21,25,19,6
45,전북,45111,전주시 완산구,2023,1163,1097,1,230,808,124,1059,104,417,746,568,595,37,102,217,807,0,244,120,107,139,379,88,86
45,전북,45180,정읍시,2023,305,286,20,124,102,59,302,0,142,163,217,88,23,62,65,155,0,144,23,18,23,12,43,42
45,전북,45111,전주시 완산구,2019,7826,6101,0,4110,3102,614,6569,1257,1662,6164,4530,3296,557,1126,1612,4531,0,4748,864,271,369,817,386,371
45,전북,45111,전주시 완산구,2022,5563,5219,297,3068,1676,522,4901,662,1076,4487,2528,3035,214,642,1057,3650,0,3531,552,243,205,426,200,406
45,전북,45111,전주시 완산구,2016,3643,3160,0,1927,1345,371,2993,650,834,2809,1969,1674,139,458,734,2312,0,2008,533,141,207,245,290,219
45,전북,45190,남원시,2019,5380,4050,0,2525,2215,640,5218,162,914,4466,2904,2476,529,891,1146,2814,0,2745,1001,292,292,295,255,500
45,전북,45111,전주시 완산구,2021,4640,4462,407,3305,643,285,4334,306,528,4112,1962,2678,102,317,736,3485,0,3838,281,67,54,68,126,206
45,전북,45140,익산시,2022,1612,1109,88,358,1016,150,1230,0,544,1068,1005,607,154,325,342,791,0,862,299,115,87,64,74,111
45,전북,45180,정읍시,2022,3548,2791,246,2351,774,177,3400,0,962,2586,2474,1074,256,505,650,2137,0,2638,209,158,104,129,215,95
45,전북,45190,남원시,2015,4791,439,0,1455,2557,779,1872,313,1915,2876,2339,2452,173,497,975,3146,0,1541,471,492,819,542,447,479
45,전북,45111,전주시 완산구,2017,7265,5569,0,2879,3552,834,6551,714,1545,5720,4134,3131,338,883,1553,4491,0,3060,672,493,1101,880,542,517
45,전북,45130,군산시,2022,5227,4981,810,3167,1081,169,5227,0,769,4458,3684,1543,203,443,709,3872,0,4039,324,246,250,152,119,97
45,전북,45190,남원시,2021,1622,1455,243,1044,226,109,1619,3,288,1334,803,819,71,110,89,1352,0,1302,86,44,43,23,24,100
45,전북,45140,익산시,2020,736,607,3,153,507,73,408,0,464,272,520,216,41,107,166,422,0,376,201,27,25,19,39,49
45,전북,45130,군산시,2020,1853,1787,3,975,577,298,1853,0,522,1331,1201,652,65,227,389,1172,0,1045,200,95,60,98,156,199
45,전북,45140,익산시,2023,407,318,2,164,213,28,368,0,169,238,234,173,35,72,81,219,0,245,74,26,8,13,23,18
45,전북,45190,남원시,2014,4575,103,0,819,2545,1211,1148,0,2410,2165,2382,2193,94,391,804,3286,0,895,597,431,585,597,663,807
45,전북,45111,전주시 완산구,2014,3923,31,0,356,2517,1050,2001,0,3037,886,1834,2089,207,529,819,2368,0,539,584,444,560,541,540,715
45,전북,45190,남원시,2022,2558,2402,333,1596,425,204,2558,0,417,2141,1348,1210,173,320,481,1584,0,1968,186,69,50,35,87,163
45,전북,45180,정읍시,2021,3737,2939,268,2328,1003,138,3260,0,1044,2693,2550,1187,261,571,702,2203,0,2710,326,196,159,128,136,82
45,전북,45190,남원시,2023,228,217,0,2,164,62,228,0,83,145,121,107,20,23,56,129,0,7,45,7,48,45,27,49
45,전북,45130,군산시,2021,4110,3739,119,2772,1111,108,4110,0,811,3299,2898,1212,196,415,677,2822,0,2996,344,263,190,154,100,63
45,전북,45130,군산시,2023,1241,1152,226,725,183,107,1241,0,236,1005,566,675,34,93,163,951,0,955,39,19,30,47,83,68
46,전남,46720,곡성군,2021,1315,883,61,332,485,437,1315,0,1110,205,637,678,138,243,224,710,0,557,143,43,36,65,118,353
46,전남,46170,나주시,2022,2495,2235,346,1575,496,78,2495,0,322,2173,1150,1345,64,192,477,1762,0,2017,158,45,44,95,84,52
46,전남,46910,신안군,2022,1778,1435,58,420,1138,162,1778,0,528,1250,1053,725,69,144,235,1330,0,516,151,144,276,348,268,75
46,전남,46720,곡성군,2018,5352,4415,0,482,3136,1734,5352,0,2278,3074,2064,3288,203,688,1212,3249,0,565,639,541,607,844,909,1247
46,전남,46170,나주시,2020,524,395,0,93,342,89,524,0,334,190,341,183,18,66,156,284,0,200,93,34,38,38,64,57
46,전남,46910,신안군,2020,311,309,0,12,298,1,120,0,304,7,203,108,8,28,57,218,0,12,46,114,88,50,1,0
46,전남,46830,영암군,2021,2723,2519,10,1588,1039,86,2695,0,430,2293,1553,1170,173,457,594,1499,0,1728,454,215,98,92,56,80
46,전남,46910,신안군,2023,309,299,2,10,257,40,309,0,66,243,186,123,13,27,33,236,0,15,30,20,49,94,83,18
46,전남,46720,곡성군,2022,1790,1205,2,107,1014,667,1790,0,887,903,792,998,201,289,381,919,0,217,157,126,129,275,424,462
46,전남,46840,무안군,2023,486,451,0,287,155,44,486,0,179,307,220,266,21,58,93,314,0,300,71,3,3,25,58,26
46,전남,46840,무안군,2022,1685,1496,163,769,474,279,1677,0,522,1163,705,980,48,158,246,1233,0,1019,266,10,11,44,107,228
46,전남,46720,곡성군,2023,226,151,0,21,97,108,226,0,226,0,81,145,29,44,51,102,0,24,16,4,7,29,60,86
46,전남,46150,순천시,2021,895,757,19,126,677,73,191,704,843,52,508,387,61,155,177,502,0,205,229,111,84,114,99,53
46,전남,46720,곡성군,2020,350,267,4,65,156,125,350,0,350,0,191,159,44,53,75,178,0,129,62,6,7,9,37,100
46,전남,46110,목포시,2016,4991,4053,0,2314,2287,390,4845,146,1579,3412,1890,3101,171,510,927,3383,0,2445,528,541,472,469,287,249
46,전남,46830,영암군,2022,2608,2511,43,1288,1127,150,2602,0,332,2276,1755,853,70,219,477,1842,0,1597,619,69,32,75,102,114
46,전남,46830,영암군,2020,1130,1074,27,312,785,6,823,0,441,689,806,324,58,100,218,754,0,598,442,50,16,16,7,1
46,전남,46840,무안군,2021,1840,1639,640,243,858,99,1499,0,609,1231,1224,616,36,111,240,1453,0,985,344,156,137,89,59,70
46,전남,46110,목포시,2017,4902,3901,0,2602,1793,507,4882,20,1188,3714,1802,3100,198,621,988,3095,0,2772,468,480,360,208,216,398
46,전남,46170,나주시,2021,1398,1216,0,863,523,12,1398,0,409,989,773,625,53,131,182,1032,0,999,172,61,77,55,27,7
46,전남,46720,곡성군,2016,4514,3381,0,367,2553,1594,4390,124,1815,2699,1721,2793,104,441,1164,2805,0,597,449,256,402,828,911,1071
46,전남,46110,목포시,2022,3851,3791,33,1936,1853,29,3851,0,1280,2571,2151,1700,167,377,634,2673,0,2209,714,378,276,178,81,15
46,전남,46110,목포시,2014,3606,18,0,228,1885,1493,236,0,2741,865,1588,2018,67,254,718,2567,0,301,431,403,356,424,645,1046
46,전남,46150,순천시,2018,5541,4024,0,486,4252,803,1802,3739,3759,1782,2650,2891,106,617,1631,3187,0,777,2016,460,598,586,648,456
46,전남,46150,순천시,2022,2401,1983,176,747,1250,228,2293,108,1457,944,1247,1154,161,318,504,1418,0,996,391,146,115,280,306,167
46,전남,46110,목포시,2018,6457,5180,0,4557,1419,481,6450,7,992,5465,3158,3299,337,671,1279,4170,0,4706,302,320,333,212,222,362
46,전남,46110,목포시,2019,4617,3904,0,2949,1218,450,4617,0,867,3750,2176,2441,131,323,709,3454,0,3040,394,258,260,154,130,381
46,전남,46110,목포시,2015,4070,564,0,1048,2488,534,2511,141,1496,2574,1442,2628,81,324,693,2972,0,1220,786,465,541,367,299,392
46,전남,46110,목포시,2020,2232,2178,0,886,1256,90,2232,0,1372,860,1173,1059,125,270,456,1381,0,931,279,413,290,180,79,60
46,전남,46720,곡성군,2019,5161,3907,0,408,2685,2068,5161,0,1683,3478,1938,3223,268,678,1138,3077,0,609,456,357,436,757,988,1558
46,전남,46170,나주시,2019,5437,4648,0,3316,1740,381,5437,0,609,4828,2604,2833,138,557,1296,3446,0,3430,869,169,186,244,305,234
46,전남,46150,순천시,2015,5385,501,0,354,3967,1064,2213,2524,5019,366,2494,2891,219,511,938,3717,0,684,1418,546,644,706,732,655
46,전남,46150,순천시,2019,5918,3925,0,456,4206,1256,1455,4463,5286,632,2860,3058,153,619,1600,3546,0,749,1798,504,472,716,907,772
46,전남,46110,목포시,2021,3014,2945,14,1669,1317,14,3014,0,1373,1641,1664,1350,185,542,623,1664,0,1724,313,435,317,173,44,8
46,전남,46170,나주시,2023,668,617,0,466,146,56,668,0,99,569,345,323,31,66,171,400,0,484,40,4,7,31,76,26
46,전남,46720,곡성군,2017,4617,3505,0,601,2345,1671,4617,0,1853,2764,1762,2855,174,760,1276,2407,0,733,480,343,468,611,768,1214
46,전남,46150,순천시,2017,5266,3719,0,333,4066,867,1835,3431,3436,1830,2445,2821,165,555,1401,3145,0,531,1648,611,784,597,557,538
46,전남,46170,나주시,2017,4231,2925,0,2072,1639,520,4231,0,873,3358,2246,1985,83,363,940,2845,0,2385,743,127,139,178,349,310
46,전남,46720,곡성군,2015,3874,163,0,519,1805,1550,1389,340,2053,1821,1385,2489,47,182,559,3086,0,532,214,179,434,618,812,1085
46,전남,46230,광양시,2014,4240,4,0,1422,2146,672,1272,0,1393,2847,1230,3010,97,367,611,3165,0,1463,242,512,704,481,363,475
46,전남,46110,목포시,2023,251,228,13,36,146,56,251,0,160,91,174,77,16,50,59,126,0,53,28,8,8,36,80,38
46,전남,46150,순천시,2016,5359,3290,0,461,4043,855,1688,3671,3674,1685,2661,2698,154,424,631,4150,0,704,1304,669,880,661,608,533
46,전남,46840,무안군,2020,267,199,15,7,190,55,79,0,194,73,156,111,4,20,58,185,0,47,101,12,16,15,47,29
46,전남,46150,순천시,2014,4616,408,0,92,2999,1525,2652,0,4616,0,1574,3042,258,674,1151,2533,0,378,786,405,551,598,1004,894
46,전남,46830,영암군,2023,402,394,7,88,299,8,400,0,94,308,309,93,22,54,67,259,0,127,169,49,10,19,28,0
46,전남,46150,순천시,2023,524,437,0,14,429,81,524,0,507,17,298,226,40,122,126,236,0,24,71,28,32,107,219,43
46,전남,46170,나주시,2018,5546,5020,0,3146,1631,769,5546,0,512,5034,2901,2645,118,510,1124,3794,0,3385,684,114,169,272,356,566
46,전남,46910,신안군,2021,1336,1193,70,452,502,312,1317,0,382,954,655,681,36,69,109,1122,0,523,58,106,162,129,136,222
46,전남,46150,순천시,2020,1439,1316,0,91,855,493,180,1259,1439,0,811,628,41,168,418,812,0,190,278,84,84,164,319,320
47,경북,47170,안동시,2019,6273,4629,14,4114,1481,664,6269,4,734,5539,3950,2323,386,793,1271,3823,0,4479,321,237,252,189,323,472
47,경북,47170,안동시,2020,694,578,0,132,449,113,694,0,675,19,487,207,103,138,170,283,0,226,158,59,35,33,125,58
47,경북,47170,안동시,2022,2301,1966,240,1508,518,35,2300,1,382,1919,1325,976,84,237,427,1553,0,1824,194,68,64,39,105,7
47,경북,47190,구미시,2021,1902,1410,3,376,1455,68,1902,0,1082,820,1262,640,115,331,465,991,0,863,619,140,108,64,75,33
47,경북,47190,구미시,2023,310,249,0,29,271,10,310,0,291,19,219,91,21,45,68,176,0,66,103,54,50,22,7,8
47,경북,47113,포항시 북구,2016,4966,3231,0,2756,1594,616,3818,1148,1190,3776,2866,2100,177,499,954,3336,0,2852,233,284,279,465,494,359
47,경북,47113,포항시 북구,2021,2483,2165,0,1085,1275,123,1404,1079,1099,1384,2004,479,171,370,524,1418,0,1182,383,276,188,236,184,34
47,경북,47170,안동시,2017,4050,3696,0,2723,677,650,3808,242,457,3593,2801,1249,146,331,614,2959,0,2738,213,90,144,130,229,506
47,경북,47150,김천시,2019,3622,3542,0,2707,824,91,3621,1,750,2872,2041,1581,155,355,653,2459,0,2779,234,147,158,152,110,42
47,경북,47290,경산시,2021,1387,1174,1,474,886,26,1374,0,604,783,937,450,100,258,326,703,0,707,476,47,39,42,70,6
47,경북,47113,포항시 북구,2013,3626,64,0,0,2323,1303,1797,0,3626,0,1371,2255,77,329,806,2414,0,31,271,313,629,813,707,862
47,경북,47113,포항시 북구,2014,4214,78,0,587,2524,1103,1740,0,2399,1815,1933,2281,99,420,955,2740,0,710,472,333,498,794,718,689
47,경북,47190,구미시,2019,1601,1578,0,86,1507,8,1591,10,330,1271,938,663,39,102,217,1243,0,763,742,35,23,25,10,3
47,경북,47210,영주시,2020,600,547,237,98,236,29,362,0,257,343,348,252,38,61,126,375,0,371,78,35,34,29,41,12
47,경북,47113,포항시 북구,2018,5945,5209,0,4450,1029,466,5180,765,787,5158,3644,2301,208,569,1103,4065,0,4525,224,171,144,304,271,306
47,경북,47150,김천시,2021,1186,1113,11,932,222,21,1186,0,232,954,609,577,19,56,79,1032,0,972,87,31,22,17,41,16
47,경북,47150,김천시,2022,1150,955,59,227,668,196,1150,0,900,250,697,453,41,102,152,855,0,466,239,60,48,67,158,112
47,경북,47210,영주시,2022,1685,1390,756,103,690,136,1202,0,601,1084,801,884,73,199,258,1155,0,1004,174,102,82,104,140,79
47,경북,47113,포항시 북구,2019,6052,5258,0,4385,1472,195,5012,1040,1147,4905,3591,2461,272,716,1210,3854,0,4458,468,167,230,357,307,65
47,경북,47930,울진군,2015,3799,11,0,1978,918,903,2253,236,589,3210,1457,2342,60,295,729,2715,0,1980,73,254,265,234,325,668
47,경북,47170,안동시,2018,5660,4016,0,3381,1251,1028,5656,4,1001,4659,3732,1928,260,628,1198,3574,0,3403,170,277,356,267,443,744
47,경북,47190,구미시,2022,2079,1618,21,379,1608,71,2079,0,1308,771,1320,759,147,309,424,1199,0,763,591,304,179,142,50,50
47,경북,47113,포항시 북구,2015,4433,246,0,1470,2266,697,1319,1094,2002,2431,2312,2121,137,269,715,3312,0,1543,337,443,496,627,551,436
47,경북,47290,경산시,2023,232,216,1,24,191,16,194,0,204,28,116,116,13,33,44,142,0,47,96,19,21,24,14,11
47,경북,47170,안동시,2021,2148,1617,0,1547,551,50,2148,0,659,1489,1678,470,116,262,416,1354,0,1692,225,56,43,21,93,18
47,경북,47190,구미시,2020,1119,856,0,186,813,120,1119,0,827,292,821,298,78,200,263,578,0,490,337,34,16,68,115,59
47,경북,47150,김천시,2020,458,402,0,36,285,137,458,0,345,113,268,190,36,83,125,214,0,68,82,34,25,54,122,73
47,경북,47150,김천시,2023,263,196,13,26,176,48,263,0,205,58,125,138,12,40,54,157,0,49,99,25,8,25,27,30
47,경북,47290,경산시,2022,1553,1193,71,314,1057,111,1435,0,1002,551,1034,519,73,235,340,905,0,547,421,163,105,142,79,96
47,경북,47113,포항시 북구,2020,523,378,0,112,387,24,47,476,517,6,371,152,63,110,121,229,0,218,149,30,30,60,22,14
47,경북,47210,영주시,2021,1722,1452,349,392,829,152,1008,0,860,862,953,769,85,199,282,1156,0,906,202,112,127,153,127,95
47,경북,47113,포항시 북구,2023,189,169,0,20,154,15,178,11,189,0,104,85,22,44,51,72,0,32,83,16,18,14,15,11
47,경북,47170,안동시,2023,142,138,0,12,112,18,142,0,88,54,103,39,9,17,38,78,0,14,60,12,14,13,23,6
47,경북,47113,포항시 북구,2022,3474,3177,0,2157,1179,138,2076,1398,1420,2054,2103,1371,181,475,641,2177,0,2270,417,217,147,195,181,47
47,경북,47113,포항시 북구,2017,4619,3554,0,2492,1551,576,3533,1086,1102,3517,2657,1962,190,470,835,3124,0,2639,290,269,294,352,431,344
47,경북,47290,경산시,2020,560,501,0,91,460,9,419,0,293,267,432,128,16,59,141,344,0,256,257,19,2,10,9,7
47,경북,47210,영주시,2023,157,135,0,37,110,10,83,0,87,70,47,110,5,24,29,99,0,44,27,16,23,22,23,2
48,경남,48123,창원시 성산구,2015,4502,517,0,2052,1953,497,2513,822,2628,1874,1715,2787,135,394,861,3112,0,2196,305,271,543,544,356,287
48,경남,48123,창원시 성산구,2019,5681,4703,0,1166,2538,1977,5681,0,1389,4292,2358,3323,423,930,1150,3178,0,1480,739,274,319,577,852,1440
48,경남,48127,창원시 마산회원구,2022,2735,2068,122,568,1086,959,2724,0,904,1831,1827,908,324,582,666,1163,0,975,363,145,169,82,264,737
48,경남,48240,사천시,2022,4733,4554,309,3452,802,170,4733,0,735,3998,3334,1399,415,695,976,2647,0,3810,283,163,141,111,117,108
48,경남,48123,창원시 성산구,2022,1739,1495,120,161,1213,245,1739,0,1223,516,1043,696,143,304,435,857,0,437,461,133,131,175,253,149
48,경남,48123,창원시 성산구,2018,5717,4982,0,1224,2163,2330,5717,0,1210,4507,2321,3396,278,732,1250,3457,0,1315,427,335,422,630,890,1698
48,경남,48123,창원시 성산구,2017,5037,3797,0,853,2412,1772,4016,1021,1421,3616,1758,3279,272,655,979,3131,0,913,490,431,562,634,787,1220
48,경남,48123,창원시 성산구,2014,4264,144,0,1094,2211,959,1652,0,2537,1727,1461,2803,203,487,791,2783,0,1136,314,378,645,625,492,674
48,경남,48123,창원시 성산구,2023,263,246,7,11,174,71,263,0,257,6,120,143,9,34,71,149,0,30,72,20,18,28,52,43
48,경남,48240,사천시,2023,156,143,0,6,110,40,156,0,156,0,96,60,22,36,41,57,0,14,38,15,11,16,43,19
48,경남,48240,사천시,2016,3784,3295,0,2303,1245,236,3178,606,655,3129,1374,2410,135,447,901,2301,0,2464,263,272,228,223,171,163
48,경남,48123,창원시 성산구,2021,607,532,0,80,458,69,607,0,529,78,403,204,36,118,165,288,0,140,212,57,45,39,61,53
48,경남,48240,사천시,2018,5390,4449,0,3824,1255,311,5246,144,258,5132,3187,2203,291,804,1387,2908,0,3851,405,250,240,253,194,197
48,경남,48127,창원시 마산회원구,2021,3539,2254,17,762,2184,576,3509,0,1247,2292,2145,1394,427,757,751,1604,0,1497,830,216,185,170,214,427
48,경남,48240,사천시,2021,2130,2090,89,1832,177,32,2130,0,244,1886,1525,605,170,304,444,1212,0,1943,90,27,9,15,25,21
48,경남,48240,사천시,2017,5177,4374,0,3401,1382,394,4877,300,425,4752,2395,2782,202,631,1209,3135,0,3456,383,246,346,258,213,275
48,경남,48123,창원시 성산구,2016,4904,3006,0,1650,2260,994,3121,1783,1902,3002,1756,3148,240,561,978,3125,0,1700,399,364,539,672,555,675
48,경남,48123,창원시 성산구,2020,1050,880,0,125,645,280,1050,0,1024,26,777,273,116,225,289,420,0,306,289,54,20,41,181,159
48,경남,48123,창원시 성산구,2013,3227,80,0,0,2151,1076,2012,0,3227,0,950,2277,224,503,758,1742,0,39,327,412,668,609,387,785
48,경남,48127,창원시 마산회원구,2023,550,523,40,79,172,259,547,0,146,404,322,228,40,111,122,277,0,133,54,9,55,25,81,193
48,경남,48240,사천시,2020,1604,1579,19,1034,278,273,1604,0,413,1191,1178,426,238,258,342,766,0,1075,77,37,47,35,150,183
48,경남,48127,창원시 마산회원구,2020,1175,874,15,204,953,3,1173,1,465,710,718,457,148,176,238,613,0,619,444,32,17,44,19,0
48,경남,48240,사천시,2019,6833,5993,0,5420,1060,353,6791,42,613,6220,4214,2619,377,1064,1751,3641,0,5451,382,171,182,193,206,248
50,제주,50110,제주시,2020,1232,1126,0,75,1150,7,1138,94,849,383,795,437,121,195,301,615,0,156,292,305,337,133,4,5
50,제주,50110,제주시,2021,2703,2547,2,884,1791,26,2702,1,781,1922,1739,964,200,422,631,1450,0,939,469,457,515,218,95,10
50,제주,50130,서귀포시,2014,3685,4,0,97,2432,1156,747,0,1430,2255,1472,2213,104,411,868,2302,0,162,357,511,567,715,437,936
50,제주,50110,제주시,2018,5633,3478,0,3356,1872,405,5602,31,1736,3897,2381,3252,422,724,1258,3229,0,3400,232,316,490,537,422,236
50,제주,50110,제주시,2022,4300,3727,271,2023,1859,147,4300,0,867,3433,2511,1789,203,545,856,2696,0,2351,547,510,464,232,95,101
50,제주,50110,제주시,2019,5444,3748,0,1787,2717,940,5444,0,3023,2421,1966,3478,570,771,1192,2911,0,1848,750,447,603,533,692,571
50,제주,50110,제주시,2015,3860,147,0,1399,1936,525,3146,412,1426,2434,1595,2265,122,435,772,2531,0,1416,304,355,492,566,398,329
50,제주,50110,제주시,2017,5040,3008,0,2842,1788,410,4744,296,1287,3753,2148,2892,317,618,1135,2970,0,2872,226,241,448,587,428,238
50,제주,50110,제주시,2023,716,646,3,443,207,63,544,172,277,439,431,285,24,66,133,493,0,449,109,29,16,23,44,46
50,제주,50110,제주시,2016,4833,3044,0,2940,1658,235,4340,493,1175,3658,2150,2683,206,528,1076,3023,0,3009,318,219,327,509,335,116
60,세종,60730,세종시,2023,1249,1106,1,620,452,176,1249,0,209,1040,853,396,56,145,227,821,0,628,88,87,104,77,164,101
60,세종,60730,세종시,2021,2767,2411,4,1255,1036,472,2767,0,1155,1612,1177,1590,203,387,582,1595,0,1360,335,209,201,114,272,276
60,세종,60730,세종시,2019,7126,6065,0,4604,1929,593,6829,297,574,6552,3387,3739,612,1109,1520,3885,0,4644,244,456,540,433,507,302
60,세종,60730,세종시,2016,3602,3018,0,1680,1618,304,2515,1087,1349,2253,1719,1883,198,431,697,2276,0,1705,333,426,363,336,290,149
60,세종,60730,세종시,2022,4236,3646,15,3093,917,211,4236,0,1097,3139,2639,1597,248,499,732,2757,0,3178,280,153,194,114,223,94
60,세종,60730,세종시,2017,4871,4414,0,2807,1970,94,4464,407,797,4074,2807,2064,283,632,877,3079,0,2834,311,507,584,392,211,32
60,세종,60730,세종시,2018,6284,5022,0,4158,1951,175,5914,370,526,5758,3236,3048,424,813,1239,3808,0,4193,181,451,627,471,289,72
60,세종,60730,세종시,2020,2146,1788,15,626,1149,356,2035,111,614,1532,1011,1135,183,380,490,1093,0,743,334,178,220,202,258,211
